DateTime,email,ip,type,useragent
2021-11-05T19:42:00.386Z,06ff8e192660b0ea9abb3f82e220b8b87256c8c84ec62d1db8806f3eb112320f,50.232.195.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36"
2021-11-05T19:42:02.446Z,dfe930b7b1b6bc5471063415c4d5218c57bc5b6892af0dd681db865d0b67c5a4,216.119.158.217,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
2021-11-05T19:42:14.727Z,06ff8e192660b0ea9abb3f82e220b8b87256c8c84ec62d1db8806f3eb112320f,20.81.14.128,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
2021-11-05T19:42:52.780Z,c60a7da286612128eab39f35ee6d853bcea8934070cd65b6df68229e20c086ef,104.47.70.126,Skyward Click,null
2021-11-05T19:42:52.942Z,c60a7da286612128eab39f35ee6d853bcea8934070cd65b6df68229e20c086ef,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-05T19:43:04.454Z,c60a7da286612128eab39f35ee6d853bcea8934070cd65b6df68229e20c086ef,199.15.252.106,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
2021-11-05T19:43:34.118Z,af586d7ff8de1ab65ac1a85a81f963d6974cd8e6383968a30588017504fd26ae,104.47.55.126,Skyward Click,null
2021-11-05T19:43:34.318Z,af586d7ff8de1ab65ac1a85a81f963d6974cd8e6383968a30588017504fd26ae,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-05T19:43:46.414Z,af586d7ff8de1ab65ac1a85a81f963d6974cd8e6383968a30588017504fd26ae,199.102.46.34,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
2021-11-05T19:45:18.770Z,8132d8a62e3d7e09decd5abdd27fb2fd7deb36ff5918960e1757577056e8f328,104.47.58.126,Dunkin Click,null
2021-11-05T19:45:18.952Z,8132d8a62e3d7e09decd5abdd27fb2fd7deb36ff5918960e1757577056e8f328,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-05T19:45:30.725Z,8132d8a62e3d7e09decd5abdd27fb2fd7deb36ff5918960e1757577056e8f328,206.212.249.20,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
2021-11-05T19:46:12.609Z,9a8629b038f0d39487b188fd53a5fa084fc5ce86bbd071db9649d0949051964c,104.47.58.126,Skyward Click,null
2021-11-05T19:46:12.998Z,9a8629b038f0d39487b188fd53a5fa084fc5ce86bbd071db9649d0949051964c,172.58.143.92,Skyward Click,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/15.0 Chrome/90.0.4430.210 Mobile Safari/537.36"
2021-11-05T19:46:35.279Z,9a8629b038f0d39487b188fd53a5fa084fc5ce86bbd071db9649d0949051964c,52.141.212.146,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
2021-11-05T19:47:11.759Z,3b63785537b091f49d3d12d7a2293ef5f6aae37e5835f5bdf6440c755b674e1d,104.47.70.126,Skyward Click,null
2021-11-05T19:47:12.189Z,3b63785537b091f49d3d12d7a2293ef5f6aae37e5835f5bdf6440c755b674e1d,12.177.158.6,Skyward Click,"Mozilla/5.0 (X11; CrOS x86_64 13904.97.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.167 Safari/537.36"
2021-11-05T19:47:22.579Z,3b63785537b091f49d3d12d7a2293ef5f6aae37e5835f5bdf6440c755b674e1d,138.91.73.2,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
2021-11-05T19:47:22.993Z,54e695457156a613fc907fc468fc87bd89c3a767f5c5c677d6bd0b5f3589328d,104.47.55.126,Dunkin Click,null
2021-11-05T19:47:23.317Z,54e695457156a613fc907fc468fc87bd89c3a767f5c5c677d6bd0b5f3589328d,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-05T19:47:23.585Z,54e695457156a613fc907fc468fc87bd89c3a767f5c5c677d6bd0b5f3589328d,104.47.55.126,Dunkin Click,null
2021-11-05T19:47:23.709Z,54e695457156a613fc907fc468fc87bd89c3a767f5c5c677d6bd0b5f3589328d,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-05T19:47:33.072Z,a7f23aa8c8e91f9e5cca2439904439f187f5462fe5c92b68921cecd83d371b4b,104.47.70.126,Skyward Click,null
2021-11-05T19:47:33.317Z,a7f23aa8c8e91f9e5cca2439904439f187f5462fe5c92b68921cecd83d371b4b,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-05T19:47:37.244Z,54e695457156a613fc907fc468fc87bd89c3a767f5c5c677d6bd0b5f3589328d,45.55.1.251,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
2021-11-05T19:47:41.100Z,54e695457156a613fc907fc468fc87bd89c3a767f5c5c677d6bd0b5f3589328d,146.71.77.56,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
2021-11-05T19:47:51.602Z,a7f23aa8c8e91f9e5cca2439904439f187f5462fe5c92b68921cecd83d371b4b,198.23.165.190,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
2021-11-05T19:48:36.841Z,69a2cab4328291cdf6e8ad812249b44ec1cfaf75635426a3842ddf68a9726c35,104.47.58.126,Dunkin Click,null
2021-11-05T19:48:37.003Z,69a2cab4328291cdf6e8ad812249b44ec1cfaf75635426a3842ddf68a9726c35,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36"
2021-11-05T19:48:49.194Z,69a2cab4328291cdf6e8ad812249b44ec1cfaf75635426a3842ddf68a9726c35,199.102.46.34,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
2021-11-05T19:49:09.557Z,3b63785537b091f49d3d12d7a2293ef5f6aae37e5835f5bdf6440c755b674e1d,104.47.55.126,Skyward Click,null
2021-11-05T19:49:09.747Z,3b63785537b091f49d3d12d7a2293ef5f6aae37e5835f5bdf6440c755b674e1d,12.177.158.6,Skyward Click,"Mozilla/5.0 (X11; CrOS x86_64 13904.97.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.167 Safari/537.36"
2021-11-05T19:49:37.577Z,f8c67a0843a00bc8f72026a8b6eb1e50cb7c26d806cd392bedf9c52c475ef88a,104.47.55.126,Dunkin Click,null
2021-11-05T19:49:38.470Z,f8c67a0843a00bc8f72026a8b6eb1e50cb7c26d806cd392bedf9c52c475ef88a,174.253.64.249,Dunkin Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/95.0.4638.50 Mobile/15E148 Safari/604.1"
2021-11-05T19:50:23.229Z,1c83c9f4f813c6c192f9d9e8b94a8fa1b5a354d2c8e504044bc31990ff30843e,104.47.55.126,Skyward Click,null
2021-11-05T19:50:23.692Z,1c83c9f4f813c6c192f9d9e8b94a8fa1b5a354d2c8e504044bc31990ff30843e,67.184.42.69,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36"
2021-11-05T19:50:45.428Z,f8c67a0843a00bc8f72026a8b6eb1e50cb7c26d806cd392bedf9c52c475ef88a,104.47.70.126,Dunkin Click,null
2021-11-05T19:50:45.681Z,f8c67a0843a00bc8f72026a8b6eb1e50cb7c26d806cd392bedf9c52c475ef88a,174.253.64.249,Dunkin Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/95.0.4638.50 Mobile/15E148 Safari/604.1"
2021-11-05T19:50:53.286Z,1c83c9f4f813c6c192f9d9e8b94a8fa1b5a354d2c8e504044bc31990ff30843e,199.83.215.2,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
2021-11-05T19:50:55.284Z,f8c67a0843a00bc8f72026a8b6eb1e50cb7c26d806cd392bedf9c52c475ef88a,174.253.64.249,Dunkin Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/95.0.4638.50 Mobile/15E148 Safari/604.1"
2021-11-05T19:51:05.906Z,e019650b3f7fb14c4845fd6d976bc56c697c8717d4b5c3f2f6c00a6e0da8d737,104.47.58.126,Dunkin Click,null
2021-11-05T19:51:06.470Z,e019650b3f7fb14c4845fd6d976bc56c697c8717d4b5c3f2f6c00a6e0da8d737,99.11.241.72,Dunkin Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
2021-11-05T19:51:32.220Z,43a52e16562acd0b2601183e4de41348423daadd24b30c04f52cb0df53641f77,104.47.58.126,Dunkin Click,null
2021-11-05T19:51:32.388Z,43a52e16562acd0b2601183e4de41348423daadd24b30c04f52cb0df53641f77,50.232.195.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-05T19:51:40.504Z,166f4c6e1a97666e3be0d074d10a6da8e830363f02ae34fcd25187ee428227bc,104.47.55.126,Skyward Click,null
2021-11-05T19:51:40.718Z,166f4c6e1a97666e3be0d074d10a6da8e830363f02ae34fcd25187ee428227bc,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-05T19:52:02.668Z,166f4c6e1a97666e3be0d074d10a6da8e830363f02ae34fcd25187ee428227bc,104.47.55.126,Skyward Click,null
2021-11-05T19:52:02.773Z,166f4c6e1a97666e3be0d074d10a6da8e830363f02ae34fcd25187ee428227bc,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-05T19:52:05.434Z,f8c67a0843a00bc8f72026a8b6eb1e50cb7c26d806cd392bedf9c52c475ef88a,174.253.64.249,Dunkin Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/95.0.4638.50 Mobile/15E148 Safari/604.1"
2021-11-05T19:52:24.362Z,166f4c6e1a97666e3be0d074d10a6da8e830363f02ae34fcd25187ee428227bc,104.152.223.191,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
2021-11-05T19:52:32.741Z,61916fc175e6afdf4e64540df634e811ef345a46c4770f3017670cae9973d95f,104.47.58.126,Skyward Click,null
2021-11-05T19:52:32.932Z,61916fc175e6afdf4e64540df634e811ef345a46c4770f3017670cae9973d95f,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-05T19:52:51.523Z,61916fc175e6afdf4e64540df634e811ef345a46c4770f3017670cae9973d95f,199.217.102.2,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
2021-11-05T19:52:56.859Z,404da977cb26b31b86b5f95ea186de62838dde23b3ed2a9ab44d128482a0f0f7,104.47.55.126,Dunkin Click,null
2021-11-05T19:52:57.096Z,404da977cb26b31b86b5f95ea186de62838dde23b3ed2a9ab44d128482a0f0f7,50.232.195.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36"
2021-11-05T19:53:10.946Z,404da977cb26b31b86b5f95ea186de62838dde23b3ed2a9ab44d128482a0f0f7,173.232.106.2,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
2021-11-05T19:54:21.533Z,98f401013abe0c151d55b121eee1b6a49ae859cc5b7e7aafd5875cc627c730f1,104.47.55.126,Skyward Click,null
2021-11-05T19:54:21.780Z,98f401013abe0c151d55b121eee1b6a49ae859cc5b7e7aafd5875cc627c730f1,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-05T19:54:39.906Z,21d10e290730a54db824c2bcb5238637da68af13579e4cab4eaea5a49c1ec2c8,104.47.70.126,Skyward Click,null
2021-11-05T19:54:40.065Z,21d10e290730a54db824c2bcb5238637da68af13579e4cab4eaea5a49c1ec2c8,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-05T19:54:41.225Z,98f401013abe0c151d55b121eee1b6a49ae859cc5b7e7aafd5875cc627c730f1,20.81.14.128,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
2021-11-05T19:54:44.779Z,eaa74a6a1cf61ba6af9bede788155bbebb5a60b226938364d382177bf2e907ab,104.47.55.126,Skyward Click,null
2021-11-05T19:54:44.980Z,eaa74a6a1cf61ba6af9bede788155bbebb5a60b226938364d382177bf2e907ab,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-05T19:54:54.229Z,21d10e290730a54db824c2bcb5238637da68af13579e4cab4eaea5a49c1ec2c8,199.15.252.109,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
2021-11-05T19:54:57.768Z,eaa74a6a1cf61ba6af9bede788155bbebb5a60b226938364d382177bf2e907ab,20.80.217.81,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
2021-11-05T19:55:36.177Z,b31a8edb632637b8e0451db08e3680587bc823de48b262b5a0ebbdcf6f9d29c0,104.238.152.165,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
2021-11-05T19:55:36.658Z,346a9863e4cead8f0bceba13f41d41ba422ff90f05fa055974602de9e2d7fdab,199.15.249.94,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
2021-11-05T19:55:42.842Z,afe9a576b332a5b97354b67f82a186a36f4c46ffce9c964684551f809d2735ca,104.47.70.126,Dunkin Click,null
2021-11-05T19:55:43.013Z,1be7269937359994cb0bfebad59b509685c0d43dc3186a13045eef9202299b79,104.47.55.126,Dunkin Click,null
2021-11-05T19:55:43.088Z,afe9a576b332a5b97354b67f82a186a36f4c46ffce9c964684551f809d2735ca,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15"
2021-11-05T19:55:43.237Z,1be7269937359994cb0bfebad59b509685c0d43dc3186a13045eef9202299b79,50.232.195.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-05T19:55:46.725Z,8e3b6dc6245fe1acaace25aa74f3cdd8d6e7526ca87ceaa491131b880d4c4da7,45.55.1.251,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
2021-11-05T19:55:53.473Z,7258a0dbd99620d7be2d25b687f2c7345606cfdf70dd8bbc0cc3e9543450fa41,208.73.20.253,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
2021-11-05T19:55:56.792Z,1be7269937359994cb0bfebad59b509685c0d43dc3186a13045eef9202299b79,52.226.104.181,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
2021-11-05T19:56:01.785Z,dbb77071b0abf6b78436e1bd3527c69fc83de48b71f1d9fcd24ab440c0192a8d,199.15.252.109,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
2021-11-05T19:56:06.296Z,afe9a576b332a5b97354b67f82a186a36f4c46ffce9c964684551f809d2735ca,174.127.75.235,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
2021-11-05T19:56:12.362Z,c86a52f645945b27617471c7782e6426692c04b400067b8f674a970e4e65a3e5,104.47.58.126,Skyward Click,null
2021-11-05T19:56:12.520Z,c86a52f645945b27617471c7782e6426692c04b400067b8f674a970e4e65a3e5,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-05T19:56:26.859Z,c86a52f645945b27617471c7782e6426692c04b400067b8f674a970e4e65a3e5,50.2.139.106,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
2021-11-05T19:57:10.915Z,fc8d50b4e6ffa6106b8d094d6ec90af4bb4e640fbcc9d1135021e21ebb6d5305,104.47.58.126,Skyward Click,null
2021-11-05T19:57:11.487Z,fc8d50b4e6ffa6106b8d094d6ec90af4bb4e640fbcc9d1135021e21ebb6d5305,174.208.236.208,Skyward Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1"
2021-11-05T19:57:17.180Z,6d2bdc736607e6757f051b6d4c1f9d698b9ae6e9e3e5debab4a0d0754963226d,104.47.58.126,Skyward Click,null
2021-11-05T19:57:17.354Z,6d2bdc736607e6757f051b6d4c1f9d698b9ae6e9e3e5debab4a0d0754963226d,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-05T19:57:18.114Z,0f311fde23baaa1f81b1fe8c37ee3b482dc1db2a9161c62ddac3422ff0bb4e8a,40.94.29.156,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
2021-11-05T19:57:23.570Z,fc8d50b4e6ffa6106b8d094d6ec90af4bb4e640fbcc9d1135021e21ebb6d5305,199.15.249.94,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
2021-11-05T19:57:24.786Z,31fe7b3521a7a459a27d2d12aeb00f834319c661f3423eb56cbd0dd2e0ba0507,104.47.70.126,Skyward Click,null
2021-11-05T19:57:25.412Z,31fe7b3521a7a459a27d2d12aeb00f834319c661f3423eb56cbd0dd2e0ba0507,45.19.28.151,Skyward Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/95.0.4638.50 Mobile/15E148 Safari/604.1"
2021-11-05T19:57:30.162Z,6d2bdc736607e6757f051b6d4c1f9d698b9ae6e9e3e5debab4a0d0754963226d,64.111.26.61,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
2021-11-05T19:57:37.417Z,31fe7b3521a7a459a27d2d12aeb00f834319c661f3423eb56cbd0dd2e0ba0507,216.27.27.48,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
2021-11-05T19:58:17.058Z,f38a17091003a54aac9bff5ce12f61f52d5e6142505fa945a393ae98291396f6,104.47.55.126,Dunkin Click,null
2021-11-05T19:58:17.692Z,f38a17091003a54aac9bff5ce12f61f52d5e6142505fa945a393ae98291396f6,174.209.36.250,Dunkin Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
2021-11-05T19:58:27.755Z,f38a17091003a54aac9bff5ce12f61f52d5e6142505fa945a393ae98291396f6,162.217.250.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
2021-11-05T19:59:42.586Z,a495db95c5a0b419c81c1d9219e25561cd03ba2ecef549eb354ab957a83cce43,104.47.58.126,Skyward Click,null
2021-11-05T19:59:43.234Z,a495db95c5a0b419c81c1d9219e25561cd03ba2ecef549eb354ab957a83cce43,209.23.205.194,Skyward Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
2021-11-05T19:59:46.375Z,391370df5f7e678a78e70031682ef6d0da3301fdb83e1fea74bbe66272d97634,104.47.70.126,Skyward Click,null
2021-11-05T19:59:46.585Z,391370df5f7e678a78e70031682ef6d0da3301fdb83e1fea74bbe66272d97634,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-05T19:59:58.849Z,55ce368a6a43e0e7e7744b2667ef3e0e2e3f839ea1bf49269239a59921a6d34f,104.47.70.126,Dunkin Click,null
2021-11-05T19:59:58.981Z,55ce368a6a43e0e7e7744b2667ef3e0e2e3f839ea1bf49269239a59921a6d34f,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 Edg/94.0.992.50"
2021-11-05T19:59:59.403Z,a495db95c5a0b419c81c1d9219e25561cd03ba2ecef549eb354ab957a83cce43,192.154.255.4,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
2021-11-05T20:00:00.502Z,391370df5f7e678a78e70031682ef6d0da3301fdb83e1fea74bbe66272d97634,162.248.7.7,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
2021-11-05T20:00:13.239Z,55ce368a6a43e0e7e7744b2667ef3e0e2e3f839ea1bf49269239a59921a6d34f,20.81.14.128,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
2021-11-05T20:00:13.425Z,55ce368a6a43e0e7e7744b2667ef3e0e2e3f839ea1bf49269239a59921a6d34f,104.47.70.126,Dunkin Click,null
2021-11-05T20:00:13.508Z,55ce368a6a43e0e7e7744b2667ef3e0e2e3f839ea1bf49269239a59921a6d34f,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 Edg/94.0.992.50"
2021-11-05T20:00:18.739Z,55ce368a6a43e0e7e7744b2667ef3e0e2e3f839ea1bf49269239a59921a6d34f,104.47.70.126,Dunkin Click,null
2021-11-05T20:00:18.817Z,55ce368a6a43e0e7e7744b2667ef3e0e2e3f839ea1bf49269239a59921a6d34f,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 Edg/94.0.992.50"
2021-11-05T20:00:24.860Z,2c6d187ed6a40b6335400d91b91abc9276d3bea7bb72fbaebd4064cd4a094efb,104.47.58.126,Dunkin Click,null
2021-11-05T20:00:25.024Z,2c6d187ed6a40b6335400d91b91abc9276d3bea7bb72fbaebd4064cd4a094efb,50.232.195.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
