,DateTime,email,ip,type,useragent
1829,2021-11-05T18:54:18.808Z,d4671bfcca0d0276c0d9484634190dd99d7598f32106f98e1d60272f5b17b4d8,204.12.202.215,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
1832,2021-11-05T18:56:48.586Z,5629d2afe5d215db36b465419650e7daf14e1927b919fb271f3977e091976a5c,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1833,2021-11-05T18:56:59.392Z,5629d2afe5d215db36b465419650e7daf14e1927b919fb271f3977e091976a5c,20.72.100.79,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1837,2021-11-05T18:57:44.155Z,18fb2cbb2ae2e262cdd8634e236d548071995873dde878cc91c182147af74408,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1838,2021-11-05T18:57:55.744Z,18fb2cbb2ae2e262cdd8634e236d548071995873dde878cc91c182147af74408,52.185.65.20,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
1842,2021-11-05T18:58:30.732Z,9f57bf4a4fec68560bd6207df00400c54bb592916bb40fe541bb5561646df42f,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1844,2021-11-05T18:58:42.857Z,5f5f6299818c1232e2efc7b68a5e24fb31f9b2e7904ad28bc221dd8cc4e29ec1,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1845,2021-11-05T18:58:46.884Z,9f57bf4a4fec68560bd6207df00400c54bb592916bb40fe541bb5561646df42f,209.141.41.230,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
1846,2021-11-05T18:58:55.369Z,5f5f6299818c1232e2efc7b68a5e24fb31f9b2e7904ad28bc221dd8cc4e29ec1,199.15.250.65,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
1848,2021-11-05T18:58:58.839Z,edd7f3328a64176874b13f6750760976b5ed7ef5ef369e1949bbc016bb6e3256,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1850,2021-11-05T18:59:02.677Z,d67ea11880c2868598303128397af8e1b59be8d70d0d87dceab9d409094f28d6,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1851,2021-11-05T18:59:23.212Z,edd7f3328a64176874b13f6750760976b5ed7ef5ef369e1949bbc016bb6e3256,65.60.37.204,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
1852,2021-11-05T18:59:27.345Z,d67ea11880c2868598303128397af8e1b59be8d70d0d87dceab9d409094f28d6,67.212.184.220,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1855,2021-11-05T18:59:41.886Z,9e5e7571612995a8590fce7c1e7936a3613b445128afe4b6d1e3e6f78fe55dcb,154.16.117.76,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
1857,2021-11-05T19:00:36.638Z,38809a6da83f1b5be3eb2b50f81d08b241f4e038332b533621e5af96a3815c9d,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1859,2021-11-05T19:00:47.629Z,a048469762ec674a92af85a9ca189c3599135aac9910d6d1f7bf6e806c68f44a,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1860,2021-11-05T19:00:51.082Z,38809a6da83f1b5be3eb2b50f81d08b241f4e038332b533621e5af96a3815c9d,20.112.42.187,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1861,2021-11-05T19:01:01.849Z,a048469762ec674a92af85a9ca189c3599135aac9910d6d1f7bf6e806c68f44a,13.64.230.136,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
1863,2021-11-05T19:02:25.648Z,1ee4706dd9e128bb12977ff58b48e50e7c8605d62e413d12da20be503c73d31f,69.136.183.133,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36 Edg/95.0.1020.40"
1864,2021-11-05T19:02:36.284Z,1ee4706dd9e128bb12977ff58b48e50e7c8605d62e413d12da20be503c73d31f,209.95.55.107,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
1868,2021-11-05T19:03:08.315Z,b4de1b4ec5d35e6276e661ed911a946922182252f3ed99ba094fa6177a2616b7,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1869,2021-11-05T19:03:16.513Z,c86a52f645945b27617471c7782e6426692c04b400067b8f674a970e4e65a3e5,199.195.192.11,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1870,2021-11-05T19:03:23.782Z,b4de1b4ec5d35e6276e661ed911a946922182252f3ed99ba094fa6177a2616b7,20.65.23.177,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
1872,2021-11-05T19:03:52.009Z,5a07976c440330d5a63124e16b1d7b33221225a30c66f302a9910fe4428cf19f,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1873,2021-11-05T19:04:24.547Z,5a07976c440330d5a63124e16b1d7b33221225a30c66f302a9910fe4428cf19f,208.110.66.72,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
1875,2021-11-05T19:04:26.724Z,2808e9e811a8e83565a0ff75e335b42585b5065d79601b9612c864a5bdc15542,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1877,2021-11-05T19:04:35.075Z,a14f93fddbc15dc8a57183e6bb29933467e1282e07625ca15d85ddf3cacc399f,172.58.139.141,Skyward Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1"
1878,2021-11-05T19:04:46.633Z,a14f93fddbc15dc8a57183e6bb29933467e1282e07625ca15d85ddf3cacc399f,162.211.66.74,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1879,2021-11-05T19:04:57.336Z,2808e9e811a8e83565a0ff75e335b42585b5065d79601b9612c864a5bdc15542,98.158.184.183,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1881,2021-11-05T19:05:18.792Z,4890eeef204b56fa2b504c6797380cd75029688b99ae98ef606abe72a45c4306,12.177.158.121,Skyward Click,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G991U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/15.0 Chrome/90.0.4430.210 Mobile Safari/537.36"
1882,2021-11-05T19:05:40.201Z,4890eeef204b56fa2b504c6797380cd75029688b99ae98ef606abe72a45c4306,167.88.120.182,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
1884,2021-11-05T19:08:32.023Z,ae3619c365d28eb18f54cf9c7ce96ec7e169a1604b204ef97dfa7325800ca0d7,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1885,2021-11-05T19:08:43.014Z,ae3619c365d28eb18f54cf9c7ce96ec7e169a1604b204ef97dfa7325800ca0d7,162.250.234.179,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
1887,2021-11-05T19:08:46.914Z,30356cd36b9b036c02565948dd904aa5accaa8f74d134a5fc479fdf775369edf,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36 Edg/95.0.1020.40"
1888,2021-11-05T19:09:00.157Z,30356cd36b9b036c02565948dd904aa5accaa8f74d134a5fc479fdf775369edf,174.140.167.132,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
1890,2021-11-05T19:10:03.513Z,bf7a5f3d1a0f143bebbe978d2931a46c458199c5b7e53b62af3ce735049d75c8,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
1893,2021-11-05T19:11:07.157Z,fcc060bba46bfd0afd39126dc1cdff6f35909205f5c43f0b0955781c18bbcf5e,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1894,2021-11-05T19:11:18.362Z,fcc060bba46bfd0afd39126dc1cdff6f35909205f5c43f0b0955781c18bbcf5e,64.57.87.40,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1896,2021-11-05T19:11:41.978Z,73ecbd828a1da8ddfef2bdbfe5de727433d9eee8ccaa9365b3da832ff94fa4df,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1898,2021-11-05T19:11:46.340Z,2746c7657d0940cf6311f31fee9015d506bd29561fdd5858a3e2853132af0d20,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1900,2021-11-05T19:11:53.572Z,4e524aee40aa51018262f656dac99a322366f30ef2c2d6d9c23aeac3874ad222,107.77.207.76,Dunkin Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1"
1901,2021-11-05T19:12:00.098Z,2746c7657d0940cf6311f31fee9015d506bd29561fdd5858a3e2853132af0d20,146.71.76.121,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
1902,2021-11-05T19:12:05.591Z,73ecbd828a1da8ddfef2bdbfe5de727433d9eee8ccaa9365b3da832ff94fa4df,67.198.232.32,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1903,2021-11-05T19:12:07.047Z,4e524aee40aa51018262f656dac99a322366f30ef2c2d6d9c23aeac3874ad222,155.254.21.82,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
1905,2021-11-05T19:12:23.674Z,4e524aee40aa51018262f656dac99a322366f30ef2c2d6d9c23aeac3874ad222,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1907,2021-11-05T19:12:33.551Z,f7fff894089e3bb2367248119e009594c6a7a14a20fa61c82e68983ea13e239e,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36"
1909,2021-11-05T19:12:42.295Z,15c8405e1f40ca5280eff0d451eb5f5f91321bbc31eccfebea60a076e3313340,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
1913,2021-11-05T19:12:54.608Z,15c8405e1f40ca5280eff0d451eb5f5f91321bbc31eccfebea60a076e3313340,20.80.217.81,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
1915,2021-11-05T19:12:55.059Z,f7fff894089e3bb2367248119e009594c6a7a14a20fa61c82e68983ea13e239e,208.110.94.61,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
1916,2021-11-05T19:13:02.690Z,122fdbbe45b3964fb82161753cdaec012aa386a0b892e7e22d4bdd442ec094ad,216.17.99.141,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1919,2021-11-05T19:13:15.615Z,aff84fb35414431b595348e1efd05421c41af971aca7bc72fd23df30aff611dc,199.167.30.106,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1921,2021-11-05T19:14:16.413Z,18f2e41bc251705e7e2047fa5defbe563f751a47f1299e46a6fa3b416863d90d,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1922,2021-11-05T19:14:29.551Z,18f2e41bc251705e7e2047fa5defbe563f751a47f1299e46a6fa3b416863d90d,198.23.165.189,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
1924,2021-11-05T19:14:40.001Z,4890669a3af1b0e636cd8a3bb84af9b45defc272da4aeeb5f2c7717eca0c02aa,12.177.158.6,Skyward Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1925,2021-11-05T19:14:59.364Z,4890669a3af1b0e636cd8a3bb84af9b45defc272da4aeeb5f2c7717eca0c02aa,162.220.51.246,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
1926,2021-11-05T19:15:12.136Z,167f5d53110b05054ce600114c5d4b1b4556433938d45ab7622e8e017161832b,20.72.76.44,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1927,2021-11-05T19:15:19.140Z,f8e7196918096be75248d26936019494185ccdcfc68df5c32322bac13ccac8d9,174.140.167.23,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
1928,2021-11-05T19:15:20.805Z,7667fd75061a66bb51a127ed5c2b01d351e29c5110c24a9beeea21d2fc2ae7e1,209.95.55.106,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1929,2021-11-05T19:15:27.179Z,b72e850e385361dae01c33fb915acb43443b9ce1c9ed71b56ec38fa4d1b7809f,216.104.38.109,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
1930,2021-11-05T19:15:34.527Z,3d9e929fcbadf284b945ff9ae5530cbf8a15d40738ec6bd200c6435f2efd84dc,216.119.145.115,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1933,2021-11-05T19:15:39.761Z,e88cc04201b725509d93ac88b0ef1d251b27bb6451d73a3f4b509cc064ae3351,13.64.230.136,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
1934,2021-11-05T19:15:50.924Z,adb140b284010bedceb14c926fe7436a3531dbfdb0d9474ca36e027d70d65bb4,67.214.160.2,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1935,2021-11-05T19:15:53.288Z,46e9588d6c9a89b2ec66c6691a68fc35df0643fb1032cc6452c1cff1550a95a0,20.80.217.81,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
1936,2021-11-05T19:15:59.569Z,3f19bf3236f9564e3024577d6dc50c6ea5678a7cc6d342dac89eec5b1672b4a1,208.111.40.219,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1937,2021-11-05T19:15:59.759Z,1c0a6ceb3b9191d7991e1d7ee382b1a2db3219349dfd7ac12656863e5b3d34d1,198.23.165.190,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
1938,2021-11-05T19:16:06.052Z,68b8f0c63bb6087a50d2c3afba36e1ccd073118f0cd956fc2d45f5e53941c391,173.244.210.8,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
1939,2021-11-05T19:16:16.255Z,c6f50b863d76d8f4ae7e190bde96ec62f374a417043f71f2c4c4d213ceb6fe9b,216.104.38.100,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
1941,2021-11-05T19:16:22.874Z,b2d827746b128dff94a01fb2ca7dbc8a828e8fb75133820e554975216915906a,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1942,2021-11-05T19:16:24.218Z,b160c414bb2c88a4e2cc0a777343f59e020b9f6257f16a8b66ad0e787be81c39,174.127.71.249,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
1943,2021-11-05T19:16:27.656Z,03890a5a1f7458f9b6a84b87820a941517d557aaf7bb1159ef61f03f23cfa0a1,69.172.210.32,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
1944,2021-11-05T19:16:32.542Z,0e109b17bc9474481ab2ed40e58d9f75f96153ead4a16e827faf75cf0acc59aa,20.65.23.177,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1946,2021-11-05T19:16:36.372Z,6a8777aeaac72bbca979a3ba54c1c19fabff163af0ae512dd962563ab3adbacf,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36"
1947,2021-11-05T19:16:45.735Z,b2d827746b128dff94a01fb2ca7dbc8a828e8fb75133820e554975216915906a,20.72.248.99,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1948,2021-11-05T19:16:46.815Z,a7f23aa8c8e91f9e5cca2439904439f187f5462fe5c92b68921cecd83d371b4b,199.217.102.3,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1949,2021-11-05T19:16:50.106Z,6a8777aeaac72bbca979a3ba54c1c19fabff163af0ae512dd962563ab3adbacf,67.227.154.214,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1951,2021-11-05T19:17:58.342Z,fd12c127fc492776ad3b557a5e9ecaa5d4c41ac9609a60086ccc1dd8e1222b31,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
1952,2021-11-05T19:18:21.942Z,fd12c127fc492776ad3b557a5e9ecaa5d4c41ac9609a60086ccc1dd8e1222b31,199.175.49.61,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1954,2021-11-05T19:18:28.855Z,32a1542694cc9a17b29ef33341e239465643c5fc927f7afa2835af80ede7cba7,174.253.65.143,Skyward Click,"Mozilla/5.0 (Linux; Android 12; Pixel 4a) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36"
1955,2021-11-05T19:18:30.945Z,95f87ba60c7dac2d550fa66bc26937debc3f727b89002fa34f8c36134b58a999,23.228.129.4,Skyward Click,"Mozilla/5.0 (Linux; Android 9; SM-G950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Mobile Safari/537.36"
1956,2021-11-05T19:18:48.555Z,32a1542694cc9a17b29ef33341e239465643c5fc927f7afa2835af80ede7cba7,69.90.190.101,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1958,2021-11-05T19:21:01.489Z,c886cb59ae929cb7e4c466b8049d45d071fe03ca449f60505fad9392580c88b8,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1959,2021-11-05T19:21:15.114Z,c886cb59ae929cb7e4c466b8049d45d071fe03ca449f60505fad9392580c88b8,69.90.187.196,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
1961,2021-11-05T19:21:22.393Z,2a84f229735c0096ca6f219b81b36aae75e1f58556a947e2b8e10bb78982d9fb,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1963,2021-11-05T19:21:40.295Z,0cedd5de71b127f949f767ae140b9bf7e3342378d7826f65f301c06ee92b7d65,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
1964,2021-11-05T19:21:42.647Z,2a84f229735c0096ca6f219b81b36aae75e1f58556a947e2b8e10bb78982d9fb,174.127.75.16,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
1965,2021-11-05T19:22:02.755Z,0cedd5de71b127f949f767ae140b9bf7e3342378d7826f65f301c06ee92b7d65,162.248.7.144,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1968,2021-11-05T19:22:48.421Z,0e28be04eca8c314ceeede70f8ff2aaaa8efe8ec4acf1b4a0d41cdd78755e902,50.7.72.242,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
1974,2021-11-05T19:24:21.287Z,ad5b1cf0967ec6bb865d91be1e4e3113ac27e11e77454d25e0cfd1a90fe39c06,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1977,2021-11-05T19:24:37.393Z,23ca6f77b90cfc9cefbaf6cb36da806e8d7d9f9063df8b5bd81a9a76ec19419a,173.244.210.74,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1978,2021-11-05T19:24:46.485Z,ad5b1cf0967ec6bb865d91be1e4e3113ac27e11e77454d25e0cfd1a90fe39c06,20.44.81.205,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
